Date,Time,Hour,Day_of_Week,Month,Day_Type,Peak_Hour,Train_ID,Origin_Station,Destination_Station,Route,Passenger_Count,Ticket_Type,Class_Type,Total_Capacity,Available_Seats,Temperature,Rainfall,Weather_Condition,Holiday,Event_Name
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,168,Unreserved,3rd Class,500,332,28,5,Rainy,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,266,Reserved,2nd Class,500,234,32,0,Cloudy,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,178,Reserved,2nd Class,500,322,30,0,Sunny,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,311,Reserved,3rd Class,500,189,28,0,Sunny,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,50,Unreserved,2nd Class,500,450,31,9,Rainy,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,355,Unreserved,1st Class,500,145,30,0,Cloudy,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,330,Unreserved,1st Class,500,170,27,0,Cloudy,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,177,Unreserved,1st Class,500,323,31,0,Cloudy,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,255,Unreserved,2nd Class,500,245,31,8,Rainy,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,113,Reserved,1st Class,500,387,29,0,Rainy,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,349,Reserved,3rd Class,500,151,29,6,Rainy,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,303,Unreserved,3rd Class,500,197,30,0,Cloudy,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,206,Unreserved,2nd Class,500,294,30,0,Cloudy,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,243,Unreserved,2nd Class,500,257,30,7,Rainy,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,115,Reserved,1st Class,500,385,26,0,Sunny,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,298,Reserved,2nd Class,500,202,31,0,Sunny,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,254,Unreserved,2nd Class,500,246,29,11,Rainy,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,125,Reserved,1st Class,500,375,27,15,Rainy,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,292,Unreserved,1st Class,500,208,26,0,Cloudy,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,50,Reserved,3rd Class,500,450,28,0,Cloudy,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,273,Unreserved,2nd Class,500,227,27,1,Rainy,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,275,Unreserved,1st Class,500,225,29,0,Cloudy,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T101,Colombo Fort,Matara,Colombo Fort → Matara,144,Unreserved,2nd Class,500,356,26,0,Cloudy,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,314,Reserved,2nd Class,500,186,28,0,Sunny,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T101,Colombo Fort,Matara,Colombo Fort → Matara,85,Reserved,1st Class,500,415,29,0,Cloudy,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,255,Unreserved,2nd Class,500,245,26,0,Sunny,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,247,Unreserved,2nd Class,500,253,27,9,Rainy,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T102,Colombo Fort,Matara,Colombo Fort → Matara,177,Reserved,2nd Class,500,323,27,0,Cloudy,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,272,Unreserved,2nd Class,500,228,28,0,Sunny,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T102,Colombo Fort,Matara,Colombo Fort → Matara,111,Reserved,2nd Class,500,389,30,10,Rainy,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,255,Unreserved,2nd Class,500,245,27,0,Cloudy,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,297,Reserved,1st Class,500,203,27,0,Sunny,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T201,Colombo Fort,Matara,Colombo Fort → Matara,115,Unreserved,1st Class,500,385,31,0,Sunny,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,277,Reserved,3rd Class,500,223,29,4,Rainy,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T201,Colombo Fort,Matara,Colombo Fort → Matara,205,Reserved,3rd Class,500,295,32,0,Cloudy,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,333,Reserved,2nd Class,500,167,26,0,Sunny,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,294,Reserved,1st Class,500,206,27,0,Cloudy,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T202,Colombo Fort,Matara,Colombo Fort → Matara,102,Unreserved,1st Class,500,398,27,0,Sunny,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,300,Unreserved,1st Class,500,200,30,0,Cloudy,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T202,Colombo Fort,Matara,Colombo Fort → Matara,181,Reserved,3rd Class,500,319,28,0,Cloudy,No,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,237,Reserved,3rd Class,500,263,29,0,Sunny,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,309,Unreserved,2nd Class,500,191,27,0,Sunny,No,
2025-08-24,06:00,6,Sunday,August,Weekend,No,T301,Colombo Fort,Matara,Colombo Fort → Matara,80,Reserved,3rd Class,500,420,31,5,Rainy,No,
2025-08-24,08:00,8,Sunday,August,Weekend,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,332,Reserved,2nd Class,500,168,29,0,Sunny,No,
2025-08-24,12:00,12,Sunday,August,Weekend,No,T301,Colombo Fort,Matara,Colombo Fort → Matara,207,Reserved,2nd Class,500,293,32,14,Rainy,Yes,
2025-08-24,17:00,17,Sunday,August,Weekend,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,402,Unreserved,1st Class,500,98,27,0,Sunny,No,
2025-08-24,19:00,19,Sunday,August,Weekend,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,316,Unreserved,1st Class,500,184,30,3,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,152,Unreserved,2nd Class,500,348,29,0,Sunny,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,337,Unreserved,3rd Class,500,163,32,14,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,189,Reserved,1st Class,500,311,31,0,Cloudy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,313,Reserved,2nd Class,500,187,31,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,372,Unreserved,2nd Class,500,128,26,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,204,Unreserved,1st Class,500,296,32,0,Sunny,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,354,Unreserved,1st Class,500,146,32,19,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,207,Reserved,2nd Class,500,293,27,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,289,Reserved,2nd Class,500,211,29,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,363,Unreserved,1st Class,500,137,28,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,139,Unreserved,1st Class,500,361,29,12,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,325,Reserved,2nd Class,500,175,29,14,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,197,Reserved,2nd Class,500,303,26,18,Rainy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,325,Unreserved,1st Class,500,175,26,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,361,Unreserved,1st Class,500,139,29,0,Sunny,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,113,Reserved,2nd Class,500,387,27,13,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,317,Reserved,3rd Class,500,183,27,7,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,244,Reserved,3rd Class,500,256,31,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,270,Reserved,1st Class,500,230,32,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,290,Reserved,3rd Class,500,210,26,14,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,208,Unreserved,1st Class,500,292,26,10,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,337,Unreserved,2nd Class,500,163,31,14,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,201,Unreserved,3rd Class,500,299,30,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,315,Reserved,1st Class,500,185,27,0,Sunny,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,306,Reserved,2nd Class,500,194,29,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,163,Unreserved,2nd Class,500,337,31,0,Cloudy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,365,Unreserved,1st Class,500,135,32,0,Sunny,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,160,Reserved,1st Class,500,340,32,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,341,Unreserved,3rd Class,500,159,26,0,Sunny,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,333,Reserved,2nd Class,500,167,26,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,176,Unreserved,1st Class,500,324,31,0,Cloudy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,381,Unreserved,3rd Class,500,119,28,11,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,164,Reserved,1st Class,500,336,31,0,Cloudy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,291,Reserved,2nd Class,500,209,29,16,Rainy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,261,Reserved,3rd Class,500,239,27,15,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T201,Colombo Fort,Galle,Colombo Fort → Galle,146,Unreserved,3rd Class,500,354,26,0,Sunny,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,331,Reserved,1st Class,500,169,32,0,Cloudy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T201,Colombo Fort,Galle,Colombo Fort → Galle,210,Reserved,2nd Class,500,290,27,13,Rainy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,388,Reserved,2nd Class,500,112,26,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,361,Reserved,1st Class,500,139,27,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T202,Colombo Fort,Galle,Colombo Fort → Galle,205,Reserved,1st Class,500,295,26,8,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,414,Reserved,3rd Class,500,86,28,0,Cloudy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T202,Colombo Fort,Galle,Colombo Fort → Galle,193,Unreserved,1st Class,500,307,27,4,Rainy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,335,Reserved,3rd Class,500,165,28,0,Sunny,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,334,Reserved,3rd Class,500,166,30,16,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T301,Colombo Fort,Galle,Colombo Fort → Galle,196,Unreserved,2nd Class,500,304,27,0,Sunny,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,365,Reserved,2nd Class,500,135,32,0,Cloudy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T301,Colombo Fort,Galle,Colombo Fort → Galle,175,Unreserved,1st Class,500,325,31,0,Cloudy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,323,Unreserved,2nd Class,500,177,27,0,Sunny,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,325,Unreserved,1st Class,500,175,28,0,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,196,Reserved,1st Class,500,304,30,17,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,391,Reserved,2nd Class,500,109,30,0,Cloudy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,176,Unreserved,2nd Class,500,324,26,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,386,Reserved,3rd Class,500,114,32,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,317,Unreserved,1st Class,500,183,30,18,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,221,Unreserved,1st Class,500,279,29,0,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,389,Reserved,3rd Class,500,111,32,0,Cloudy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,176,Unreserved,1st Class,500,324,28,0,Cloudy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,293,Reserved,2nd Class,500,207,29,1,Rainy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,404,Reserved,1st Class,500,96,31,0,Sunny,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,203,Unreserved,3rd Class,500,297,28,0,Cloudy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,390,Reserved,2nd Class,500,110,28,0,Sunny,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,170,Reserved,3rd Class,500,330,28,12,Rainy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,365,Unreserved,1st Class,500,135,31,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,403,Reserved,1st Class,500,97,28,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,110,Unreserved,2nd Class,500,390,28,14,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,316,Reserved,1st Class,500,184,27,0,Sunny,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,203,Reserved,2nd Class,500,297,28,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,382,Unreserved,2nd Class,500,118,28,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,334,Unreserved,2nd Class,500,166,30,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,184,Reserved,1st Class,500,316,32,0,Sunny,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,325,Unreserved,3rd Class,500,175,31,0,Cloudy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,180,Unreserved,3rd Class,500,320,28,0,Cloudy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,450,Unreserved,3rd Class,500,50,31,0,Sunny,Yes,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,274,Unreserved,3rd Class,500,226,29,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,236,Unreserved,2nd Class,500,264,30,9,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,364,Unreserved,3rd Class,500,136,27,17,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,188,Reserved,3rd Class,500,312,28,6,Rainy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,383,Unreserved,2nd Class,500,117,29,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,386,Reserved,3rd Class,500,114,26,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,198,Unreserved,3rd Class,500,302,28,0,Cloudy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,393,Reserved,3rd Class,500,107,31,0,Sunny,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,201,Reserved,3rd Class,500,299,30,17,Rainy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,346,Unreserved,2nd Class,500,154,31,3,Rainy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,339,Unreserved,2nd Class,500,161,31,0,Sunny,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,163,Reserved,2nd Class,500,337,28,0,Cloudy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,383,Unreserved,1st Class,500,117,27,0,Sunny,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,242,Reserved,3rd Class,500,258,29,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,351,Unreserved,1st Class,500,149,27,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,332,Reserved,3rd Class,500,168,30,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,96,Unreserved,3rd Class,500,404,26,19,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,313,Unreserved,3rd Class,500,187,31,15,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,182,Unreserved,3rd Class,500,318,26,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,334,Unreserved,1st Class,500,166,31,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,317,Reserved,1st Class,500,183,26,12,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,242,Reserved,3rd Class,500,258,27,0,Sunny,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,248,Reserved,3rd Class,500,252,32,20,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,248,Unreserved,3rd Class,500,252,32,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,310,Reserved,1st Class,500,190,28,6,Rainy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,366,Reserved,1st Class,500,134,29,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,188,Reserved,1st Class,500,312,29,0,Cloudy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,390,Reserved,2nd Class,500,110,26,17,Rainy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,206,Unreserved,3rd Class,500,294,30,0,Sunny,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,457,Reserved,1st Class,500,43,31,0,Cloudy,Yes,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,323,Unreserved,2nd Class,500,177,31,0,Cloudy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,157,Unreserved,2nd Class,500,343,32,16,Rainy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,385,Unreserved,1st Class,500,115,27,0,Cloudy,No,
2025-08-25,12:00,12,Monday,August,Weekday,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,283,Reserved,3rd Class,500,217,29,16,Rainy,No,
2025-08-25,17:00,17,Monday,August,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,348,Unreserved,3rd Class,500,152,26,0,Cloudy,No,
2025-08-25,19:00,19,Monday,August,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,404,Reserved,3rd Class,500,96,30,16,Rainy,No,
2025-08-25,06:00,6,Monday,August,Weekday,No,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,140,Unreserved,1st Class,500,360,28,0,Cloudy,No,
2025-08-25,08:00,8,Monday,August,Weekday,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,317,Unreserved,3rd Class,500,183,31,0,Cloudy,No,
