date,route,train_type,class,base_capacity,predicted_demand,allocated_seats,actual_tickets_sold,seat_utilization_pct
2024-07-05,Maradana - Avissawella,Slow/Local,3rd Class,325,283,290,238,97.59
2024-07-06,Colombo Fort - Galle,Express,1st Class,45,40,40,32,100.0
2024-07-06,Colombo Fort - Galle,Express,2nd Class,270,243,243,184,100.0
2024-07-06,Colombo Fort - Galle,Express,3rd Class,585,535,617,446,86.71
2024-07-06,Colombo Fort - Jaffna,Intercity,1st Class,37,33,44,35,75.0
2024-07-06,Colombo Fort - Jaffna,Intercity,2nd Class,225,195,270,223,72.22
2024-07-06,Colombo Fort - Jaffna,Intercity,3rd Class,487,416,435,487,95.63
2024-07-06,Colombo Fort - Kurunegala,Intercity,1st Class,37,31,44,35,70.45
2024-07-06,Colombo Fort - Kurunegala,Intercity,2nd Class,225,172,270,208,63.7
2024-07-06,Colombo Fort - Kurunegala,Intercity,3rd Class,487,400,435,457,91.95
2024-07-06,Colombo Fort - Ratnapura,Slow/Local,1st Class,25,22,30,23,73.33
2024-07-06,Colombo Fort - Ratnapura,Slow/Local,2nd Class,150,133,180,150,73.89
2024-07-06,Colombo Fort - Ratnapura,Slow/Local,3rd Class,325,287,290,303,98.97
2024-07-06,Colombo Fort - Trincomalee,Intercity,1st Class,37,32,44,37,72.73
2024-07-06,Colombo Fort - Trincomalee,Intercity,2nd Class,225,195,270,225,72.22
2024-07-06,Colombo Fort - Trincomalee,Intercity,3rd Class,487,419,435,487,96.32
2024-07-06,Colombo Fort - Vavuniya,Intercity,1st Class,37,32,44,36,72.73
2024-07-06,Colombo Fort - Vavuniya,Intercity,2nd Class,225,194,270,217,71.85
2024-07-06,Colombo Fort - Vavuniya,Intercity,3rd Class,487,428,435,487,98.39
2024-07-06,Kandy - Badulla,Slow/Local,1st Class,25,22,22,25,100.0
2024-07-06,Kandy - Badulla,Slow/Local,2nd Class,150,135,135,150,100.0
2024-07-06,Kandy - Badulla,Slow/Local,3rd Class,325,299,343,321,87.17
2024-07-07,Colombo Fort - Anuradhapura,Express,1st Class,45,40,40,37,100.0
2024-07-07,Colombo Fort - Anuradhapura,Express,2nd Class,270,233,233,206,100.0
2024-07-07,Colombo Fort - Anuradhapura,Express,3rd Class,585,527,627,446,84.05
2024-07-07,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,23,30,25,76.67
2024-07-07,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,139,180,147,77.22
2024-07-07,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,290,290,319,100.0
2024-07-07,Colombo Fort - Batticaloa,Express,1st Class,45,40,40,45,100.0
2024-07-07,Colombo Fort - Batticaloa,Express,2nd Class,270,240,240,270,100.0
2024-07-07,Colombo Fort - Batticaloa,Express,3rd Class,585,535,620,574,86.29
2024-07-07,Colombo Fort - Kurunegala,Intercity,1st Class,37,32,44,31,72.73
2024-07-07,Colombo Fort - Kurunegala,Intercity,2nd Class,225,193,270,179,71.48
2024-07-07,Colombo Fort - Kurunegala,Intercity,3rd Class,487,411,435,354,94.48
2024-07-07,Colombo Fort - Matara,Slow/Local,1st Class,25,22,30,18,73.33
2024-07-07,Colombo Fort - Matara,Slow/Local,2nd Class,150,135,180,123,75.0
2024-07-07,Colombo Fort - Matara,Slow/Local,3rd Class,325,289,290,284,99.66
2024-07-07,Colombo Fort - Negombo,Night Mail,1st Class,32,29,29,27,100.0
2024-07-07,Colombo Fort - Negombo,Night Mail,2nd Class,195,176,176,152,100.0
2024-07-07,Colombo Fort - Negombo,Night Mail,3rd Class,422,394,444,314,88.74
2024-07-07,Colombo Fort - Trincomalee,Express,1st Class,45,40,40,45,100.0
2024-07-07,Colombo Fort - Trincomalee,Express,2nd Class,270,240,240,259,100.0
2024-07-07,Colombo Fort - Trincomalee,Express,3rd Class,585,523,620,561,84.35
2024-07-07,Colombo Fort - Vavuniya,Intercity,1st Class,37,33,44,34,75.0
2024-07-07,Colombo Fort - Vavuniya,Intercity,2nd Class,225,197,270,207,72.96
2024-07-07,Colombo Fort - Vavuniya,Intercity,3rd Class,487,412,435,479,94.71
2024-07-07,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,23,30,21,76.67
2024-07-07,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,136,180,141,75.56
2024-07-07,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,290,290,287,100.0
2024-07-08,Colombo Fort - Badulla,Slow/Local,1st Class,25,19,30,19,63.33
2024-07-08,Colombo Fort - Badulla,Slow/Local,2nd Class,150,120,180,133,66.67
2024-07-08,Colombo Fort - Badulla,Slow/Local,3rd Class,325,252,290,228,86.9
2024-07-08,Colombo Fort - Jaffna,Intercity,1st Class,37,31,44,31,70.45
2024-07-08,Colombo Fort - Jaffna,Intercity,2nd Class,225,187,270,178,69.26
2024-07-08,Colombo Fort - Jaffna,Intercity,3rd Class,487,412,435,396,94.71
2024-07-08,Colombo Fort - Kandy,Express,1st Class,45,36,54,35,66.67
2024-07-08,Colombo Fort - Kandy,Express,2nd Class,270,216,324,230,66.67
2024-07-08,Colombo Fort - Kandy,Express,3rd Class,585,481,522,479,92.15
2024-07-08,Colombo Fort - Kandy,Intercity,1st Class,37,31,44,32,70.45
2024-07-08,Colombo Fort - Kandy,Intercity,2nd Class,225,184,270,203,68.15
2024-07-08,Colombo Fort - Kandy,Intercity,3rd Class,487,398,435,403,91.49
2024-07-08,Colombo Fort - Kurunegala,Slow/Local,1st Class,25,20,30,25,66.67
2024-07-08,Colombo Fort - Kurunegala,Slow/Local,2nd Class,150,119,180,150,66.11
2024-07-08,Colombo Fort - Kurunegala,Slow/Local,3rd Class,325,268,290,312,92.41
2024-07-08,Colombo Fort - Matara,Night Mail,1st Class,32,27,38,29,71.05
2024-07-08,Colombo Fort - Matara,Night Mail,2nd Class,195,169,234,188,72.22
2024-07-08,Colombo Fort - Matara,Night Mail,3rd Class,422,346,377,399,91.78
2024-07-08,Colombo Fort - Puttalam,Express,1st Class,45,36,54,44,66.67
2024-07-08,Colombo Fort - Puttalam,Express,2nd Class,270,218,324,260,67.28
2024-07-08,Colombo Fort - Puttalam,Express,3rd Class,585,475,522,571,91.0
2024-07-08,Colombo Fort - Ratnapura,Intercity,1st Class,37,30,44,35,68.18
2024-07-08,Colombo Fort - Ratnapura,Intercity,2nd Class,225,186,270,225,68.89
2024-07-08,Colombo Fort - Ratnapura,Intercity,3rd Class,487,401,435,456,92.18
2024-07-08,Colombo Fort - Ratnapura,Slow/Local,1st Class,25,20,30,25,66.67
2024-07-08,Colombo Fort - Ratnapura,Slow/Local,2nd Class,150,120,180,150,66.67
2024-07-08,Colombo Fort - Ratnapura,Slow/Local,3rd Class,325,257,290,325,88.62
2024-07-08,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,20,30,25,66.67
2024-07-08,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,120,180,150,66.67
2024-07-08,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,261,290,325,90.0
2024-07-09,Colombo Fort - Anuradhapura,Intercity,1st Class,37,30,44,33,68.18
2024-07-09,Colombo Fort - Anuradhapura,Intercity,2nd Class,225,185,270,203,68.52
2024-07-09,Colombo Fort - Anuradhapura,Intercity,3rd Class,487,389,435,457,89.43
2024-07-09,Colombo Fort - Badulla,Slow/Local,1st Class,25,19,30,23,63.33
2024-07-09,Colombo Fort - Badulla,Slow/Local,2nd Class,150,120,180,139,66.67
2024-07-09,Colombo Fort - Badulla,Slow/Local,3rd Class,325,256,290,306,88.28
2024-07-09,Colombo Fort - Batticaloa,Intercity,1st Class,37,30,44,28,68.18
2024-07-09,Colombo Fort - Batticaloa,Intercity,2nd Class,225,174,270,166,64.44
2024-07-09,Colombo Fort - Batticaloa,Intercity,3rd Class,487,363,435,376,83.45
2024-07-09,Colombo Fort - Kurunegala,Express,1st Class,45,37,54,42,68.52
2024-07-09,Colombo Fort - Kurunegala,Express,2nd Class,270,217,324,250,66.98
2024-07-09,Colombo Fort - Kurunegala,Express,3rd Class,585,455,522,585,87.16
2024-07-09,Colombo Fort - Kurunegala,Intercity,1st Class,37,27,44,27,61.36
2024-07-09,Colombo Fort - Kurunegala,Intercity,2nd Class,225,186,270,161,68.89
2024-07-09,Colombo Fort - Kurunegala,Intercity,3rd Class,487,367,435,391,84.37
2024-07-09,Colombo Fort - Negombo,Night Mail,1st Class,32,27,38,32,71.05
2024-07-09,Colombo Fort - Negombo,Night Mail,2nd Class,195,160,234,182,68.38
2024-07-09,Colombo Fort - Negombo,Night Mail,3rd Class,422,359,377,395,95.23
2024-07-09,Colombo Fort - Puttalam,Express,1st Class,45,35,54,30,64.81
2024-07-09,Colombo Fort - Puttalam,Express,2nd Class,270,217,324,161,66.98
2024-07-09,Colombo Fort - Puttalam,Express,3rd Class,585,474,522,386,90.8
2024-07-09,Colombo Fort - Trincomalee,Express,1st Class,45,35,54,43,64.81
2024-07-09,Colombo Fort - Trincomalee,Express,2nd Class,270,211,324,265,65.12
2024-07-09,Colombo Fort - Trincomalee,Express,3rd Class,585,465,522,567,89.08
2024-07-09,Colombo Fort - Trincomalee,Night Mail,1st Class,32,27,38,23,71.05
2024-07-09,Colombo Fort - Trincomalee,Night Mail,2nd Class,195,161,234,155,68.8
2024-07-09,Colombo Fort - Trincomalee,Night Mail,3rd Class,422,367,377,301,97.35
2024-07-09,Kandy - Badulla,Intercity,1st Class,37,28,44,26,63.64
2024-07-09,Kandy - Badulla,Intercity,2nd Class,225,179,270,161,66.3
2024-07-09,Kandy - Badulla,Intercity,3rd Class,487,383,435,311,88.05
2024-07-09,Maradana - Avissawella,Slow/Local,1st Class,25,19,30,25,63.33
2024-07-09,Maradana - Avissawella,Slow/Local,2nd Class,150,120,180,150,66.67
2024-07-09,Maradana - Avissawella,Slow/Local,3rd Class,325,248,290,309,85.52
2024-07-10,Colombo Fort - Badulla,Night Mail,1st Class,32,27,38,29,71.05
2024-07-10,Colombo Fort - Badulla,Night Mail,2nd Class,195,151,234,183,64.53
2024-07-10,Colombo Fort - Badulla,Night Mail,3rd Class,422,354,377,394,93.9
2024-07-10,Colombo Fort - Badulla,Slow/Local,1st Class,25,20,30,16,66.67
2024-07-10,Colombo Fort - Badulla,Slow/Local,2nd Class,150,120,180,101,66.67
2024-07-10,Colombo Fort - Badulla,Slow/Local,3rd Class,325,252,290,231,86.9
2024-07-10,Colombo Fort - Batticaloa,Night Mail,1st Class,32,27,38,23,71.05
2024-07-10,Colombo Fort - Batticaloa,Night Mail,2nd Class,195,162,234,163,69.23
2024-07-10,Colombo Fort - Batticaloa,Night Mail,3rd Class,422,354,377,324,93.9
2024-07-10,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,19,30,16,63.33
2024-07-10,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,114,180,104,63.33
2024-07-10,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,253,290,204,87.24
2024-07-10,Colombo Fort - Kurunegala,Slow/Local,1st Class,25,20,30,25,66.67
2024-07-10,Colombo Fort - Kurunegala,Slow/Local,2nd Class,150,121,180,150,67.22
2024-07-10,Colombo Fort - Kurunegala,Slow/Local,3rd Class,325,266,290,321,91.72
2024-07-10,Colombo Fort - Matara,Express,1st Class,45,35,54,31,64.81
2024-07-10,Colombo Fort - Matara,Express,2nd Class,270,206,324,202,63.58
2024-07-10,Colombo Fort - Matara,Express,3rd Class,585,460,522,384,88.12
2024-07-10,Colombo Fort - Matara,Slow/Local,1st Class,25,19,30,18,63.33
2024-07-10,Colombo Fort - Matara,Slow/Local,2nd Class,150,119,180,111,66.11
2024-07-10,Colombo Fort - Matara,Slow/Local,3rd Class,325,256,290,243,88.28
2024-07-10,Colombo Fort - Negombo,Express,1st Class,45,37,54,44,68.52
2024-07-10,Colombo Fort - Negombo,Express,2nd Class,270,217,324,270,66.98
2024-07-10,Colombo Fort - Negombo,Express,3rd Class,585,458,522,585,87.74
2024-07-10,Colombo Fort - Negombo,Slow/Local,1st Class,25,19,30,25,63.33
2024-07-10,Colombo Fort - Negombo,Slow/Local,2nd Class,150,116,180,149,64.44
2024-07-10,Colombo Fort - Negombo,Slow/Local,3rd Class,325,253,290,302,87.24
2024-07-10,Colombo Fort - Trincomalee,Intercity,1st Class,37,30,44,32,68.18
2024-07-10,Colombo Fort - Trincomalee,Intercity,2nd Class,225,186,270,193,68.89
2024-07-10,Colombo Fort - Trincomalee,Intercity,3rd Class,487,391,435,427,89.89
2024-07-10,Maradana - Avissawella,Slow/Local,1st Class,25,20,30,23,66.67
2024-07-10,Maradana - Avissawella,Slow/Local,2nd Class,150,123,180,147,68.33
2024-07-10,Maradana - Avissawella,Slow/Local,3rd Class,325,250,290,325,86.21
2024-07-11,Colombo Fort - Batticaloa,Express,1st Class,45,36,54,43,66.67
2024-07-11,Colombo Fort - Batticaloa,Express,2nd Class,270,216,324,270,66.67
2024-07-11,Colombo Fort - Batticaloa,Express,3rd Class,585,476,522,585,91.19
2024-07-11,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,19,30,18,63.33
2024-07-11,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,116,180,101,64.44
2024-07-11,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,255,290,212,87.93
2024-07-11,Colombo Fort - Jaffna,Intercity,1st Class,37,31,44,22,70.45
2024-07-11,Colombo Fort - Jaffna,Intercity,2nd Class,225,187,270,147,69.26
2024-07-11,Colombo Fort - Jaffna,Intercity,3rd Class,487,401,435,375,92.18
2024-07-11,Colombo Fort - Matara,Slow/Local,1st Class,25,19,30,25,63.33
2024-07-11,Colombo Fort - Matara,Slow/Local,2nd Class,150,117,180,150,65.0
2024-07-11,Colombo Fort - Matara,Slow/Local,3rd Class,325,258,290,325,88.97
2024-07-11,Colombo Fort - Negombo,Slow/Local,1st Class,25,20,30,20,66.67
2024-07-11,Colombo Fort - Negombo,Slow/Local,2nd Class,150,119,180,127,66.11
2024-07-11,Colombo Fort - Negombo,Slow/Local,3rd Class,325,249,290,269,85.86
2024-07-11,Colombo Fort - Puttalam,Intercity,1st Class,37,27,44,26,61.36
2024-07-11,Colombo Fort - Puttalam,Intercity,2nd Class,225,184,270,154,68.15
2024-07-11,Colombo Fort - Puttalam,Intercity,3rd Class,487,375,435,357,86.21
2024-07-11,Colombo Fort - Ratnapura,Intercity,1st Class,37,28,44,27,63.64
2024-07-11,Colombo Fort - Ratnapura,Intercity,2nd Class,225,187,270,159,69.26
2024-07-11,Colombo Fort - Ratnapura,Intercity,3rd Class,487,409,435,318,94.02
2024-07-11,Colombo Fort - Trincomalee,Express,1st Class,45,36,54,44,66.67
2024-07-11,Colombo Fort - Trincomalee,Express,2nd Class,270,216,324,257,66.67
2024-07-11,Colombo Fort - Trincomalee,Express,3rd Class,585,469,522,533,89.85
2024-07-11,Colombo Fort - Vavuniya,Express,1st Class,45,36,54,29,66.67
2024-07-11,Colombo Fort - Vavuniya,Express,2nd Class,270,212,324,187,65.43
2024-07-11,Colombo Fort - Vavuniya,Express,3rd Class,585,490,522,425,93.87
2024-07-11,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,20,30,25,66.67
2024-07-11,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,121,180,150,67.22
2024-07-11,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,263,290,325,90.69
2024-07-11,Kandy - Badulla,Night Mail,1st Class,32,27,38,20,71.05
2024-07-11,Kandy - Badulla,Night Mail,2nd Class,195,161,234,141,68.8
2024-07-11,Kandy - Badulla,Night Mail,3rd Class,422,356,377,277,94.43
2024-07-11,Kandy - Badulla,Slow/Local,1st Class,25,20,30,19,66.67
2024-07-11,Kandy - Badulla,Slow/Local,2nd Class,150,119,180,101,66.11
2024-07-11,Kandy - Badulla,Slow/Local,3rd Class,325,261,290,228,90.0
2024-07-12,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,22,30,16,73.33
2024-07-12,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,127,180,103,70.56
2024-07-12,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,281,290,224,96.9
2024-07-12,Colombo Fort - Negombo,Intercity,1st Class,37,32,44,28,72.73
2024-07-12,Colombo Fort - Negombo,Intercity,2nd Class,225,189,270,188,70.0
2024-07-12,Colombo Fort - Negombo,Intercity,3rd Class,487,429,435,404,98.62
2024-07-12,Colombo Fort - Negombo,Slow/Local,1st Class,25,22,30,20,73.33
2024-07-12,Colombo Fort - Negombo,Slow/Local,2nd Class,150,134,180,122,74.44
2024-07-12,Colombo Fort - Negombo,Slow/Local,3rd Class,325,279,290,279,96.21
2024-07-12,Colombo Fort - Puttalam,Intercity,1st Class,37,31,44,34,70.45
2024-07-12,Colombo Fort - Puttalam,Intercity,2nd Class,225,188,270,206,69.63
2024-07-12,Colombo Fort - Puttalam,Intercity,3rd Class,487,425,435,487,97.7
2024-07-12,Colombo Fort - Puttalam,Night Mail,1st Class,32,28,38,28,73.68
2024-07-12,Colombo Fort - Puttalam,Night Mail,2nd Class,195,175,234,167,74.79
2024-07-12,Colombo Fort - Puttalam,Night Mail,3rd Class,422,372,377,372,98.67
2024-07-12,Colombo Fort - Trincomalee,Express,1st Class,45,39,54,45,72.22
2024-07-12,Colombo Fort - Trincomalee,Express,2nd Class,270,246,324,270,75.93
2024-07-12,Colombo Fort - Trincomalee,Express,3rd Class,585,511,522,540,97.89
2024-07-12,Colombo Fort - Trincomalee,Intercity,1st Class,37,32,44,28,72.73
2024-07-12,Colombo Fort - Trincomalee,Intercity,2nd Class,225,192,270,171,71.11
2024-07-12,Colombo Fort - Trincomalee,Intercity,3rd Class,487,409,435,368,94.02
2024-07-12,Colombo Fort - Vavuniya,Express,1st Class,45,39,54,29,72.22
2024-07-12,Colombo Fort - Vavuniya,Express,2nd Class,270,240,324,151,74.07
2024-07-12,Colombo Fort - Vavuniya,Express,3rd Class,585,509,522,364,97.51
2024-07-12,Colombo Fort - Vavuniya,Intercity,1st Class,37,33,44,35,75.0
2024-07-12,Colombo Fort - Vavuniya,Intercity,2nd Class,225,192,270,218,71.11
2024-07-12,Colombo Fort - Vavuniya,Intercity,3rd Class,487,413,435,463,94.94
2024-07-13,Colombo Fort - Anuradhapura,Intercity,1st Class,37,33,44,29,75.0
2024-07-13,Colombo Fort - Anuradhapura,Intercity,2nd Class,225,198,270,186,73.33
2024-07-13,Colombo Fort - Anuradhapura,Intercity,3rd Class,487,423,435,369,97.24
2024-07-13,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,22,30,22,73.33
2024-07-13,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,136,180,128,75.56
2024-07-13,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,282,290,302,97.24
2024-07-13,Colombo Fort - Galle,Express,1st Class,45,40,54,45,74.07
2024-07-13,Colombo Fort - Galle,Express,2nd Class,270,244,324,266,75.31
2024-07-13,Colombo Fort - Galle,Express,3rd Class,585,511,522,574,97.89
2024-07-13,Colombo Fort - Jaffna,Intercity,1st Class,37,32,44,35,72.73
2024-07-13,Colombo Fort - Jaffna,Intercity,2nd Class,225,197,270,206,72.96
2024-07-13,Colombo Fort - Jaffna,Intercity,3rd Class,487,423,435,439,97.24
2024-07-13,Colombo Fort - Jaffna,Night Mail,1st Class,32,29,29,32,100.0
2024-07-13,Colombo Fort - Jaffna,Night Mail,2nd Class,195,173,173,172,100.0
2024-07-13,Colombo Fort - Jaffna,Night Mail,3rd Class,422,383,447,415,85.68
2024-07-13,Colombo Fort - Kurunegala,Intercity,1st Class,37,32,44,36,72.73
2024-07-13,Colombo Fort - Kurunegala,Intercity,2nd Class,225,194,270,218,71.85
2024-07-13,Colombo Fort - Kurunegala,Intercity,3rd Class,487,430,435,487,98.85
2024-07-13,Colombo Fort - Negombo,Intercity,1st Class,37,32,44,34,72.73
2024-07-13,Colombo Fort - Negombo,Intercity,2nd Class,225,196,270,203,72.59
2024-07-13,Colombo Fort - Negombo,Intercity,3rd Class,487,425,435,436,97.7
2024-07-13,Colombo Fort - Puttalam,Express,1st Class,45,39,54,45,72.22
2024-07-13,Colombo Fort - Puttalam,Express,2nd Class,270,229,324,270,70.68
2024-07-13,Colombo Fort - Puttalam,Express,3rd Class,585,496,522,579,95.02
2024-07-13,Colombo Fort - Ratnapura,Express,1st Class,45,38,54,39,70.37
2024-07-13,Colombo Fort - Ratnapura,Express,2nd Class,270,231,324,223,71.3
2024-07-13,Colombo Fort - Ratnapura,Express,3rd Class,585,499,522,538,95.59
2024-07-13,Colombo Fort - Ratnapura,Slow/Local,1st Class,25,22,30,23,73.33
2024-07-13,Colombo Fort - Ratnapura,Slow/Local,2nd Class,150,135,180,135,75.0
2024-07-13,Colombo Fort - Ratnapura,Slow/Local,3rd Class,325,285,290,296,98.28
2024-07-13,Maradana - Avissawella,Night Mail,1st Class,32,29,29,31,100.0
2024-07-13,Maradana - Avissawella,Night Mail,2nd Class,195,173,173,195,100.0
2024-07-13,Maradana - Avissawella,Night Mail,3rd Class,422,384,447,406,85.91
2024-07-14,Colombo Fort - Kandy,Express,1st Class,45,40,54,45,74.07
2024-07-14,Colombo Fort - Kandy,Express,2nd Class,270,246,324,261,75.93
2024-07-14,Colombo Fort - Kandy,Express,3rd Class,585,520,522,556,99.62
2024-07-14,Colombo Fort - Matara,Slow/Local,1st Class,25,22,30,25,73.33
2024-07-14,Colombo Fort - Matara,Slow/Local,2nd Class,150,135,180,143,75.0
2024-07-14,Colombo Fort - Matara,Slow/Local,3rd Class,325,287,290,323,98.97
2024-07-14,Colombo Fort - Negombo,Intercity,1st Class,37,32,44,37,72.73
2024-07-14,Colombo Fort - Negombo,Intercity,2nd Class,225,194,270,225,71.85
2024-07-14,Colombo Fort - Negombo,Intercity,3rd Class,487,420,435,487,96.55
2024-07-14,Colombo Fort - Puttalam,Intercity,1st Class,37,32,44,37,72.73
2024-07-14,Colombo Fort - Puttalam,Intercity,2nd Class,225,201,270,219,74.44
2024-07-14,Colombo Fort - Puttalam,Intercity,3rd Class,487,433,435,483,99.54
2024-07-14,Colombo Fort - Trincomalee,Express,1st Class,45,39,54,43,72.22
2024-07-14,Colombo Fort - Trincomalee,Express,2nd Class,270,236,324,248,72.84
2024-07-14,Colombo Fort - Trincomalee,Express,3rd Class,585,514,522,533,98.47
2024-07-14,Colombo Fort - Trincomalee,Slow/Local,1st Class,25,22,22,21,100.0
2024-07-14,Colombo Fort - Trincomalee,Slow/Local,2nd Class,150,133,133,107,100.0
2024-07-14,Colombo Fort - Trincomalee,Slow/Local,3rd Class,325,294,345,268,85.22
2024-07-14,Colombo Fort - Vavuniya,Night Mail,1st Class,32,29,29,29,100.0
2024-07-14,Colombo Fort - Vavuniya,Night Mail,2nd Class,195,167,167,185,100.0
2024-07-14,Colombo Fort - Vavuniya,Night Mail,3rd Class,422,382,453,407,84.33
2024-07-14,Kandy - Badulla,Slow/Local,1st Class,25,22,22,24,100.0
2024-07-14,Kandy - Badulla,Slow/Local,2nd Class,150,134,134,150,100.0
2024-07-14,Kandy - Badulla,Slow/Local,3rd Class,325,293,344,325,85.17
2024-07-15,Colombo Fort - Anuradhapura,Express,1st Class,45,36,54,30,66.67
2024-07-15,Colombo Fort - Anuradhapura,Express,2nd Class,270,207,324,182,63.89
2024-07-15,Colombo Fort - Anuradhapura,Express,3rd Class,585,492,522,398,94.25
2024-07-15,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,21,30,23,70.0
2024-07-15,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,123,180,139,68.33
2024-07-15,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,273,290,311,94.14
2024-07-15,Colombo Fort - Badulla,Express,1st Class,45,38,54,37,70.37
2024-07-15,Colombo Fort - Badulla,Express,2nd Class,270,223,324,220,68.83
2024-07-15,Colombo Fort - Badulla,Express,3rd Class,585,499,522,530,95.59
2024-07-15,Colombo Fort - Batticaloa,Express,1st Class,45,36,54,35,66.67
2024-07-15,Colombo Fort - Batticaloa,Express,2nd Class,270,219,324,207,67.59
2024-07-15,Colombo Fort - Batticaloa,Express,3rd Class,585,492,522,512,94.25
2024-07-15,Colombo Fort - Kandy,Express,1st Class,45,36,54,28,66.67
2024-07-15,Colombo Fort - Kandy,Express,2nd Class,270,219,324,181,67.59
2024-07-15,Colombo Fort - Kandy,Express,3rd Class,585,483,522,353,92.53
2024-07-15,Colombo Fort - Matara,Slow/Local,1st Class,25,20,30,25,66.67
2024-07-15,Colombo Fort - Matara,Slow/Local,2nd Class,150,121,180,148,67.22
2024-07-15,Colombo Fort - Matara,Slow/Local,3rd Class,325,272,290,300,93.79
2024-07-15,Colombo Fort - Puttalam,Night Mail,1st Class,32,28,38,28,73.68
2024-07-15,Colombo Fort - Puttalam,Night Mail,2nd Class,195,162,234,183,69.23
2024-07-15,Colombo Fort - Puttalam,Night Mail,3rd Class,422,343,377,365,90.98
2024-07-15,Colombo Fort - Trincomalee,Express,1st Class,45,36,54,45,66.67
2024-07-15,Colombo Fort - Trincomalee,Express,2nd Class,270,216,324,270,66.67
2024-07-15,Colombo Fort - Trincomalee,Express,3rd Class,585,487,522,573,93.3
2024-07-15,Colombo Fort - Trincomalee,Intercity,1st Class,37,30,44,29,68.18
2024-07-15,Colombo Fort - Trincomalee,Intercity,2nd Class,225,182,270,194,67.41
2024-07-15,Colombo Fort - Trincomalee,Intercity,3rd Class,487,387,435,379,88.97
2024-07-15,Colombo Fort - Vavuniya,Intercity,1st Class,37,30,44,34,68.18
2024-07-15,Colombo Fort - Vavuniya,Intercity,2nd Class,225,184,270,220,68.15
2024-07-15,Colombo Fort - Vavuniya,Intercity,3rd Class,487,393,435,465,90.34
2024-07-15,Colombo Fort - Vavuniya,Night Mail,1st Class,32,29,38,26,76.32
2024-07-15,Colombo Fort - Vavuniya,Night Mail,2nd Class,195,176,234,156,75.21
2024-07-15,Colombo Fort - Vavuniya,Night Mail,3rd Class,422,367,377,309,97.35
2024-07-15,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,20,30,25,66.67
2024-07-15,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,121,180,150,67.22
2024-07-15,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,266,290,325,91.72
2024-07-15,Maradana - Avissawella,Intercity,1st Class,37,29,44,34,65.91
2024-07-15,Maradana - Avissawella,Intercity,2nd Class,225,184,270,177,68.15
2024-07-15,Maradana - Avissawella,Intercity,3rd Class,487,386,435,435,88.74
2024-07-16,Colombo Fort - Anuradhapura,Express,1st Class,45,35,54,43,64.81
2024-07-16,Colombo Fort - Anuradhapura,Express,2nd Class,270,205,324,252,63.27
2024-07-16,Colombo Fort - Anuradhapura,Express,3rd Class,585,457,522,569,87.55
2024-07-16,Colombo Fort - Badulla,Slow/Local,1st Class,25,19,30,20,63.33
2024-07-16,Colombo Fort - Badulla,Slow/Local,2nd Class,150,116,180,140,64.44
2024-07-16,Colombo Fort - Badulla,Slow/Local,3rd Class,325,257,290,256,88.62
2024-07-16,Colombo Fort - Batticaloa,Express,1st Class,45,35,54,28,64.81
2024-07-16,Colombo Fort - Batticaloa,Express,2nd Class,270,214,324,181,66.05
2024-07-16,Colombo Fort - Batticaloa,Express,3rd Class,585,465,522,335,89.08
2024-07-16,Colombo Fort - Galle,Intercity,1st Class,37,30,44,28,68.18
2024-07-16,Colombo Fort - Galle,Intercity,2nd Class,225,179,270,165,66.3
2024-07-16,Colombo Fort - Galle,Intercity,3rd Class,487,377,435,379,86.67
2024-07-16,Colombo Fort - Kandy,Intercity,1st Class,37,30,44,35,68.18
2024-07-16,Colombo Fort - Kandy,Intercity,2nd Class,225,186,270,199,68.89
