record_id,date,year,month,day_of_week,day_type,is_public_holiday,holiday_name,is_covid_lockdown_period,origin_station,destination_station,line_name,distance_km,train_type,class,seat_capacity,tickets_sold,seat_utilization_pct,fare_lkr,revenue_lkr,delay_minutes
34736,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Intercity,2nd Class,225,167,74.22,412.28,68850.76,4
34737,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Intercity,3rd Class,487,317,65.09,196.42,62265.14,4
34738,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,1st Class,25,22,88.0,1641.46,36112.12,5
34739,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,2nd Class,150,126,84.0,863.22,108765.72,5
34740,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,3rd Class,325,281,86.46,431.39,121220.59,5
34741,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,16,64.0,2104.53,33672.48,0
34742,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,94,62.67,1166.78,109677.32,0
34743,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,214,65.85,572.23,122457.22,0
34744,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,1st Class,25,21,84.0,480.46,10089.66,1
34745,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,2nd Class,150,126,84.0,263.8,33238.8,1
34746,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,3rd Class,325,267,82.15,130.37,34808.79,1
34747,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,1st Class,45,30,66.67,1264.05,37921.5,4
34748,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,2nd Class,270,178,65.93,652.82,116201.96,4
34749,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,3rd Class,585,424,72.48,341.94,144982.56,4
34750,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,1st Class,45,45,100.0,2642.36,118906.2,7
34751,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,2nd Class,270,251,92.96,1516.64,380676.64,7
34752,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,3rd Class,585,585,100.0,722.01,422375.85,7
34753,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Night Mail,1st Class,32,11,34.38,471.54,5186.94,17
34754,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Night Mail,2nd Class,195,72,36.92,269.24,19385.28,17
34755,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Night Mail,3rd Class,422,162,38.39,133.08,21558.96,17
34756,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Express,1st Class,45,27,60.0,2284.33,61676.91,1
34757,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Express,2nd Class,270,182,67.41,1193.64,217242.48,1
34758,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Express,3rd Class,585,316,54.02,639.91,202211.56,1
34759,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,1st Class,37,28,75.68,4329.77,121233.56,7
34760,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,2nd Class,225,164,72.89,2375.19,389531.16,7
34761,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,3rd Class,487,380,78.03,1126.46,428054.8,7
34762,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,1st Class,45,32,71.11,1724.86,55195.52,9
34763,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,2nd Class,270,174,64.44,908.15,158018.1,9
34764,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,3rd Class,585,350,59.83,482.7,168945.0,9
34765,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,1st Class,25,17,68.0,5435.34,92400.78,22
34766,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,2nd Class,150,106,70.67,2774.55,294102.3,22
34767,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,3rd Class,325,205,63.08,1431.24,293404.2,22
34768,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,1st Class,32,22,68.75,1780.12,39162.64,27
34769,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,2nd Class,195,128,65.64,936.04,119813.12,27
34770,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,3rd Class,422,244,57.82,451.32,110122.08,27
34771,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,1st Class,25,12,48.0,1765.8,21189.6,11
34772,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,2nd Class,150,70,46.67,970.18,67912.6,11
34773,2023-01-11,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,3rd Class,325,137,42.15,482.89,66155.93,11
34774,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,1st Class,45,33,73.33,5223.77,172384.41,7
34775,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,2nd Class,270,203,75.19,2989.97,606963.91,7
34776,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,3rd Class,585,427,72.99,1432.41,611639.07,7
34777,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,25,100.0,3895.77,97394.25,6
34778,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,145,96.67,2088.74,302867.3,6
34779,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,325,100.0,1098.96,357162.0,6
34780,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,1st Class,25,21,84.0,2615.39,54923.19,3
34781,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,2nd Class,150,115,76.67,1472.07,169288.05,3
34782,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,3rd Class,325,252,77.54,716.71,180610.92,3
34783,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,1st Class,45,22,48.89,1271.37,27970.14,1
34784,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,2nd Class,270,109,40.37,729.78,79546.02,1
34785,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,3rd Class,585,248,42.39,338.17,83866.16,1
34786,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,28,62.22,1631.27,45675.56,21
34787,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,191,70.74,850.71,162485.61,21
34788,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,374,63.93,424.34,158703.16,21
34789,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,15,40.54,1567.94,23519.1,13
34790,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,122,54.22,913.15,111404.3,13
34791,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,240,49.28,430.72,103372.8,13
34792,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,1st Class,45,24,53.33,1406.52,33756.48,9
34793,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,2nd Class,270,162,60.0,727.14,117796.68,9
34794,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,3rd Class,585,364,62.22,359.9,131003.6,9
34795,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Express,1st Class,45,42,93.33,4152.67,174412.14,10
34796,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Express,2nd Class,270,254,94.07,2087.36,530189.44,10
34797,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Express,3rd Class,585,572,97.78,1015.18,580682.96,10
34798,2023-01-12,2023,1,Thursday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,1st Class,45,35,77.78,789.21,27622.35,7
34799,2023-01-12,2023,1,Thursday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,2nd Class,270,212,78.52,411.6,87259.2,7
34800,2023-01-12,2023,1,Thursday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,3rd Class,585,444,75.9,205.98,91455.12,7
34801,2023-01-12,2023,1,Thursday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Intercity,1st Class,37,36,97.3,2103.24,75716.64,4
34802,2023-01-12,2023,1,Thursday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Intercity,2nd Class,225,225,100.0,1272.4,286290.0,4
34803,2023-01-12,2023,1,Thursday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Intercity,3rd Class,487,474,97.33,614.1,291083.4,4
34804,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Night Mail,1st Class,32,26,81.25,1214.26,31570.76,1
34805,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Night Mail,2nd Class,195,166,85.13,656.95,109053.7,1
34806,2023-01-12,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Night Mail,3rd Class,422,390,92.42,337.7,131703.0,1
34807,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,1st Class,45,37,82.22,5392.93,199538.41,12
34808,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,2nd Class,270,236,87.41,2875.73,678672.28,12
34809,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,3rd Class,585,450,76.92,1365.35,614407.5,12
34810,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,1st Class,37,28,75.68,2101.78,58849.84,26
34811,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,2nd Class,225,160,71.11,1147.93,183668.8,26
34812,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,3rd Class,487,342,70.23,575.55,196838.1,26
34813,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,25,100.0,4045.78,101144.5,5
34814,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,149,99.33,2114.25,315023.25,5
34815,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,325,100.0,1055.91,343170.75,5
34816,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,16,64.0,1446.44,23143.04,0
34817,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,102,68.0,725.41,73991.82,0
34818,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,224,68.92,362.72,81249.28,0
34819,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,1st Class,25,23,92.0,2722.92,62627.16,19
34820,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,2nd Class,150,129,86.0,1449.64,187003.56,19
34821,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,3rd Class,325,291,89.54,780.18,227032.38,19
34822,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,1st Class,45,27,60.0,3578.48,96618.96,10
34823,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,2nd Class,270,164,60.74,1881.81,308616.84,10
34824,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,3rd Class,585,355,60.68,951.56,337803.8,10
34825,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,22,88.0,2194.03,48268.66,8
34826,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,137,91.33,1171.59,160507.83,8
34827,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,287,88.31,579.26,166247.62,8
34828,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,31,68.89,1718.18,53263.58,4
34829,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,187,69.26,913.05,170740.35,4
34830,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,448,76.58,446.65,200099.2,4
34831,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,27,72.97,3869.25,104469.75,2
34832,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,159,70.67,2093.29,332833.11,2
34833,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,349,71.66,1089.72,380312.28,2
34834,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,1st Class,25,23,92.0,1295.36,29793.28,13
34835,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,2nd Class,150,139,92.67,659.44,91662.16,13
34836,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,3rd Class,325,304,93.54,339.65,103253.6,13
34837,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,1st Class,45,34,75.56,1254.22,42643.48,0
34838,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,2nd Class,270,238,88.15,723.47,172185.86,0
34839,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,3rd Class,585,494,84.44,365.59,180601.46,0
34840,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,1st Class,45,34,75.56,4274.41,145329.94,18
34841,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,2nd Class,270,230,85.19,2270.6,522238.0,18
34842,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,3rd Class,585,447,76.41,1124.72,502749.84,18
34843,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Night Mail,1st Class,32,25,78.12,4025.34,100633.5,19
34844,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Night Mail,2nd Class,195,132,67.69,2131.06,281299.92,19
34845,2023-01-13,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Night Mail,3rd Class,422,289,68.48,1023.49,295788.61,19
34846,2023-01-14,2023,1,Saturday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,1st Class,25,22,88.0,2350.79,51717.38,19
34847,2023-01-14,2023,1,Saturday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,2nd Class,150,143,95.33,1177.28,168351.04,19
34848,2023-01-14,2023,1,Saturday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,3rd Class,325,267,82.15,639.97,170871.99,19
34849,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,1st Class,37,26,70.27,5345.19,138974.94,6
34850,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,2nd Class,225,183,81.33,2886.65,528256.95,6
34851,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,3rd Class,487,418,85.83,1392.75,582169.5,6
34852,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Night Mail,1st Class,32,27,84.38,2733.97,73817.19,5
34853,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Night Mail,2nd Class,195,154,78.97,1512.64,232946.56,5
34854,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Night Mail,3rd Class,422,347,82.23,715.01,248108.47,5
34855,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Negombo,Main Line,37,Intercity,1st Class,37,27,72.97,464.64,12545.28,20
34856,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Negombo,Main Line,37,Intercity,2nd Class,225,168,74.67,268.07,45035.76,20
34857,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Negombo,Main Line,37,Intercity,3rd Class,487,375,77.0,133.46,50047.5,20
34858,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,16,64.0,1447.77,23164.32,9
34859,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,109,72.67,719.65,78441.85,9
34860,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,218,67.08,342.4,74643.2,9
34861,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,1st Class,45,28,62.22,1269.77,35553.56,5
34862,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,2nd Class,270,157,58.15,669.78,105155.46,5
34863,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,3rd Class,585,362,61.88,328.48,118909.76,5
34864,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,1st Class,45,22,48.89,2733.52,60137.44,28
34865,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,2nd Class,270,131,48.52,1499.95,196493.45,28
34866,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,3rd Class,585,310,52.99,710.69,220313.9,28
34867,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,1st Class,37,37,100.0,3636.4,134546.8,15
34868,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,2nd Class,225,225,100.0,1947.16,438111.0,15
34869,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,3rd Class,487,472,96.92,908.21,428675.12,15
34870,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,1st Class,45,32,71.11,1605.72,51383.04,9
34871,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,2nd Class,270,215,79.63,856.41,184128.15,9
34872,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,3rd Class,585,456,77.95,438.7,200047.2,9
34873,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,1st Class,25,20,80.0,1737.99,34759.8,24
34874,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,2nd Class,150,105,70.0,977.92,102681.6,24
34875,2023-01-14,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,3rd Class,325,222,68.31,443.15,98379.3,24
34876,2023-01-15,2023,1,Sunday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,1st Class,25,25,100.0,2290.02,57250.5,5
34877,2023-01-15,2023,1,Sunday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,2nd Class,150,150,100.0,1203.87,180580.5,5
34878,2023-01-15,2023,1,Sunday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,3rd Class,325,320,98.46,579.7,185504.0,5
34879,2023-01-15,2023,1,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,1st Class,25,20,80.0,811.53,16230.6,7
34880,2023-01-15,2023,1,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,2nd Class,150,121,80.67,420.88,50926.48,7
34881,2023-01-15,2023,1,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,3rd Class,325,262,80.62,198.08,51896.96,7
34882,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,1st Class,37,28,75.68,2734.07,76553.96,32
34883,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,2nd Class,225,163,72.44,1444.79,235500.77,32
34884,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,3rd Class,487,311,63.86,706.92,219852.12,32
34885,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Night Mail,1st Class,32,21,65.62,1573.55,33044.55,54
34886,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Night Mail,2nd Class,195,153,78.46,835.31,127802.43,54
34887,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Night Mail,3rd Class,422,306,72.51,407.44,124676.64,54
34888,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,1st Class,25,24,96.0,501.72,12041.28,12
34889,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,2nd Class,150,150,100.0,257.66,38649.0,12
34890,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,3rd Class,325,306,94.15,135.15,41355.9,12
34891,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,1st Class,25,19,76.0,1292.36,24554.84,7
34892,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,2nd Class,150,111,74.0,683.94,75917.34,7
34893,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,3rd Class,325,234,72.0,348.26,81492.84,7
34894,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,1st Class,45,42,93.33,1314.95,55227.9,2
34895,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,2nd Class,270,259,95.93,723.47,187378.73,2
34896,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,3rd Class,585,585,100.0,367.58,215034.3,2
34897,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,1st Class,25,25,100.0,5431.12,135778.0,17
34898,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,2nd Class,150,145,96.67,2816.54,408398.3,17
34899,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,3rd Class,325,312,96.0,1384.34,431914.08,17
34900,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,1st Class,37,31,83.78,1560.69,48381.39,3
34901,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,2nd Class,225,194,86.22,832.74,161551.56,3
34902,2023-01-15,2023,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,3rd Class,487,405,83.16,433.89,175725.45,3
34903,2023-01-15,2023,1,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,1st Class,45,37,82.22,758.54,28065.98,7
